[Epoch:   0/100] Training Loss: 0.173, Testing Loss: 0.174, Training Acc: 0.506, Testing Acc: 0.509
[Epoch:   1/100] Training Loss: 0.173, Testing Loss: 0.174, Training Acc: 0.532, Testing Acc: 0.520
[Epoch:   2/100] Training Loss: 0.172, Testing Loss: 0.173, Training Acc: 0.549, Testing Acc: 0.522
[Epoch:   3/100] Training Loss: 0.170, Testing Loss: 0.174, Training Acc: 0.563, Testing Acc: 0.536
[Epoch:   4/100] Training Loss: 0.168, Testing Loss: 0.173, Training Acc: 0.575, Testing Acc: 0.541
[Epoch:   5/100] Training Loss: 0.165, Testing Loss: 0.173, Training Acc: 0.603, Testing Acc: 0.563
[Epoch:   6/100] Training Loss: 0.161, Testing Loss: 0.172, Training Acc: 0.626, Testing Acc: 0.576
[Epoch:   7/100] Training Loss: 0.156, Testing Loss: 0.171, Training Acc: 0.651, Testing Acc: 0.582
[Epoch:   8/100] Training Loss: 0.149, Testing Loss: 0.173, Training Acc: 0.684, Testing Acc: 0.590
[Epoch:   9/100] Training Loss: 0.141, Testing Loss: 0.171, Training Acc: 0.714, Testing Acc: 0.593
[Epoch:  10/100] Training Loss: 0.131, Testing Loss: 0.170, Training Acc: 0.741, Testing Acc: 0.616
[Epoch:  11/100] Training Loss: 0.120, Testing Loss: 0.179, Training Acc: 0.771, Testing Acc: 0.610
[Epoch:  12/100] Training Loss: 0.108, Testing Loss: 0.181, Training Acc: 0.803, Testing Acc: 0.637
[Epoch:  13/100] Training Loss: 0.095, Testing Loss: 0.187, Training Acc: 0.836, Testing Acc: 0.644
[Epoch:  14/100] Training Loss: 0.082, Testing Loss: 0.193, Training Acc: 0.862, Testing Acc: 0.647
[Epoch:  15/100] Training Loss: 0.070, Testing Loss: 0.199, Training Acc: 0.889, Testing Acc: 0.649
[Epoch:  16/100] Training Loss: 0.058, Testing Loss: 0.213, Training Acc: 0.913, Testing Acc: 0.659
[Epoch:  17/100] Training Loss: 0.048, Testing Loss: 0.233, Training Acc: 0.935, Testing Acc: 0.643
[Epoch:  18/100] Training Loss: 0.038, Testing Loss: 0.243, Training Acc: 0.953, Testing Acc: 0.659
[Epoch:  19/100] Training Loss: 0.029, Testing Loss: 0.241, Training Acc: 0.966, Testing Acc: 0.673
[Epoch:  20/100] Training Loss: 0.023, Testing Loss: 0.270, Training Acc: 0.978, Testing Acc: 0.662
[Epoch:  21/100] Training Loss: 0.017, Testing Loss: 0.293, Training Acc: 0.987, Testing Acc: 0.674
[Epoch:  22/100] Training Loss: 0.013, Testing Loss: 0.319, Training Acc: 0.990, Testing Acc: 0.657
[Epoch:  23/100] Training Loss: 0.010, Testing Loss: 0.311, Training Acc: 0.993, Testing Acc: 0.672
[Epoch:  24/100] Training Loss: 0.009, Testing Loss: 0.334, Training Acc: 0.995, Testing Acc: 0.668
[Epoch:  25/100] Training Loss: 0.006, Testing Loss: 0.352, Training Acc: 0.997, Testing Acc: 0.672
[Epoch:  26/100] Training Loss: 0.005, Testing Loss: 0.345, Training Acc: 0.998, Testing Acc: 0.681
[Epoch:  27/100] Training Loss: 0.004, Testing Loss: 0.376, Training Acc: 0.998, Testing Acc: 0.663
[Epoch:  28/100] Training Loss: 0.002, Testing Loss: 0.414, Training Acc: 1.000, Testing Acc: 0.669
[Epoch:  29/100] Training Loss: 0.002, Testing Loss: 0.443, Training Acc: 1.000, Testing Acc: 0.672
[Epoch:  30/100] Training Loss: 0.001, Testing Loss: 0.459, Training Acc: 1.000, Testing Acc: 0.666
[Epoch:  31/100] Training Loss: 0.001, Testing Loss: 0.481, Training Acc: 1.000, Testing Acc: 0.667
[Epoch:  32/100] Training Loss: 0.001, Testing Loss: 0.494, Training Acc: 1.000, Testing Acc: 0.668
[Epoch:  33/100] Training Loss: 0.001, Testing Loss: 0.507, Training Acc: 1.000, Testing Acc: 0.673
[Epoch:  34/100] Training Loss: 0.001, Testing Loss: 0.522, Training Acc: 1.000, Testing Acc: 0.675
[Epoch:  35/100] Training Loss: 0.002, Testing Loss: 0.393, Training Acc: 0.999, Testing Acc: 0.676
[Epoch:  36/100] Training Loss: 0.009, Testing Loss: 0.371, Training Acc: 0.991, Testing Acc: 0.676
[Epoch:  37/100] Training Loss: 0.007, Testing Loss: 0.406, Training Acc: 0.994, Testing Acc: 0.663
[Epoch:  38/100] Training Loss: 0.004, Testing Loss: 0.376, Training Acc: 0.997, Testing Acc: 0.666
[Epoch:  39/100] Training Loss: 0.003, Testing Loss: 0.398, Training Acc: 0.999, Testing Acc: 0.679
[Epoch:  40/100] Training Loss: 0.001, Testing Loss: 0.415, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  41/100] Training Loss: 0.001, Testing Loss: 0.446, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  42/100] Training Loss: 0.001, Testing Loss: 0.465, Training Acc: 1.000, Testing Acc: 0.683
[Epoch:  43/100] Training Loss: 0.000, Testing Loss: 0.477, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  44/100] Training Loss: 0.000, Testing Loss: 0.488, Training Acc: 1.000, Testing Acc: 0.684
[Epoch:  45/100] Training Loss: 0.000, Testing Loss: 0.498, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  46/100] Training Loss: 0.000, Testing Loss: 0.505, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  47/100] Training Loss: 0.000, Testing Loss: 0.513, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  48/100] Training Loss: 0.000, Testing Loss: 0.518, Training Acc: 1.000, Testing Acc: 0.679
[Epoch:  49/100] Training Loss: 0.000, Testing Loss: 0.525, Training Acc: 1.000, Testing Acc: 0.678
[Epoch:  50/100] Training Loss: 0.000, Testing Loss: 0.531, Training Acc: 1.000, Testing Acc: 0.677
[Epoch:  51/100] Training Loss: 0.000, Testing Loss: 0.536, Training Acc: 1.000, Testing Acc: 0.681
[Epoch:  52/100] Training Loss: 0.000, Testing Loss: 0.540, Training Acc: 1.000, Testing Acc: 0.680
[Epoch:  53/100] Training Loss: 0.000, Testing Loss: 0.544, Training Acc: 1.000, Testing Acc: 0.682
[Epoch:  54/100] Training Loss: 0.000, Testing Loss: 0.548, Training Acc: 1.000, Testing Acc: 0.682
